driver,mtu,proto,dir,offload,load_pct,run,gbps,retr,loss_pct,jitter_ms,cpu_usr,cpu_sys,cpu_soft,cpu_irq,temp_mC
r8125_rust,9000,tcp,rx,tso-off,100,1,2.4727905100143315,0,0,0,0.01,0.17,0.00,0.78,87750
r8125_rust,9000,tcp,rx,tso-off,100,2,2.4730101113694603,0,0,0,0.05,0.23,0.00,0.80,88375
r8125_rust,9000,tcp,rx,tso-off,100,3,2.46715845661772,0,0,0,0.01,0.20,0.00,0.75,87500
r8125_rust,9000,tcp,tx,all-off,100,1,2.477716207489432,0,0,0,0.00,0.12,0.00,0.10,86375
r8125_rust,9000,tcp,tx,all-off,100,2,2.4765279883433813,0,0,0,0.01,0.08,0.00,0.31,86875
r8125_rust,9000,tcp,tx,all-off,100,3,2.476564787150747,0,0,0,0.00,0.17,0.00,0.20,87250
r8125_rust,9000,tcp,rx,all-off,100,1,2.4727383231392226,0,0,0,0.01,0.20,0.00,0.77,87750
r8125_rust,9000,tcp,rx,all-off,100,2,2.4731001283163048,0,0,0,0.06,0.22,0.00,0.74,88250
r8125_rust,9000,tcp,rx,all-off,100,3,2.4680833973485785,0,0,0,0.00,0.17,0.00,0.74,88125
r8125_rust,9000,udp,rx,default,25,1,0.6250005752544974,0,0,0.001472699229288522,0.00,0.03,0.00,0.14,86875
r8125_rust,9000,udp,rx,default,25,2,0.624997263031,0,0,0.0016008451011929174,0.01,0.05,0.00,0.17,86500
r8125_rust,9000,udp,rx,default,25,3,0.6249981961082335,0,0,0.002081858347172982,0.01,0.03,0.00,0.15,86875
r8125_rust,9000,udp,rx,default,50,1,1.2500014749597335,0,0.038940586972083038,0.0037982452082604623,0.01,0.08,0.00,0.27,87375
r8125_rust,9000,udp,rx,default,50,2,1.2499978921239432,0,0.0034358357670503351,0.012032083772623494,0.06,0.13,0.00,0.38,88000
r8125_rust,9000,udp,rx,default,50,3,1.2499990170569124,0,0,0.0047218431724300371,0.01,0.10,0.00,0.34,87750
r8125_rust,9000,udp,rx,default,75,1,1.8749916960574222,0,0,0.027268064173458874,0.01,0.12,0.00,0.52,86625
r8125_rust,9000,udp,rx,default,75,2,1.8749938587536334,0,0,0.029480691189441157,0.02,0.12,0.00,0.43,86625
r8125_rust,9000,udp,rx,default,75,3,1.8749935375693159,0,0,0.026886890182654635,0.01,0.11,0.00,0.46,87250
