driver,mtu,proto,dir,offload,load_pct,run,gbps,retr,loss_pct,jitter_ms,cpu_usr,cpu_sys,cpu_soft,cpu_irq,temp_mC
r8125_rust,1500,tcp,rx,gro-off,100,3,2.3529261086561357,0,0,0,0.01,0.40,0.00,1.27,87625
r8125_rust,1500,tcp,tx,tso-off,100,1,2.3562179131627,0,0,0,0.00,0.30,0.00,1.20,88625
r8125_rust,1500,tcp,tx,tso-off,100,2,2.356525399722485,0,0,0,0.05,0.31,0.00,0.97,88625
r8125_rust,1500,tcp,tx,tso-off,100,3,2.356541642548267,0,0,0,0.00,0.31,0.00,1.10,87250
r8125_rust,1500,tcp,rx,tso-off,100,1,2.352862981737485,0,0,0,0.01,0.29,0.00,1.35,86125
r8125_rust,1500,tcp,rx,tso-off,100,2,2.3529210153039566,0,0,0,0.01,0.37,0.00,1.42,86875
r8125_rust,1500,tcp,rx,tso-off,100,3,2.3529282261265885,0,0,0,0.01,0.34,0.00,1.32,87375
r8125_rust,1500,tcp,tx,all-off,100,1,2.355921276451929,0,0,0,0.00,0.29,0.00,1.00,87750
r8125_rust,1500,tcp,tx,all-off,100,2,2.35607936607929,0,0,0,0.05,0.30,0.00,1.03,88375
r8125_rust,1500,tcp,tx,all-off,100,3,2.355463928081748,0,0,0,0.00,0.26,0.00,0.93,88250
r8125_rust,1500,tcp,rx,all-off,100,1,2.353051663330064,0,0,0,0.01,0.34,0.00,1.25,87125
r8125_rust,1500,tcp,rx,all-off,100,2,2.353073074815511,0,0,0,0.02,0.35,0.00,1.22,86125
r8125_rust,1500,tcp,rx,all-off,100,3,2.353184279340794,0,0,0,0.01,0.30,0.00,1.29,86875
r8125_rust,1500,udp,rx,default,25,1,0.6250004772475505,0,0.031504993541476324,0.0081434692718197945,0.02,0.13,0.00,0.55,87625
r8125_rust,1500,udp,rx,default,25,2,0.6249964227434167,0,0,0.007971979954835064,0.08,0.24,0.00,0.50,88250
r8125_rust,1500,udp,rx,default,25,3,0.624998839517673,0,0,0.0083265330820848638,0.02,0.12,0.00,0.55,87750
